"País";"Ciudad";"CityId"
"Bélgica";"Musson";"2669"
"Bélgica";"Namur";"2670"
"Bélgica";"Nandrin";"2671"
"Bélgica";"Nassogne";"2672"
"Bélgica";"Nazareth";"2673"
"Bélgica";"Neerpelt";"2674"
"Bélgica";"Neufchateau";"2675"
"Bélgica";"Neupré";"2676"
"Bélgica";"Nevele";"2677"
"Bélgica";"Niel";"2678"
"Bélgica";"Nieuwerkerken";"2679"
"Bélgica";"Nieuwpoort";"2680"
"Bélgica";"Nijlen";"2681"
"Bélgica";"Ninove";"2682"
"Bélgica";"Nivelles";"2683"
"Bélgica";"Ohey";"2684"
"Bélgica";"Olen";"2685"
"Bélgica";"Olne";"2686"
"Bélgica";"Onhaye";"2687"
"Bélgica";"Oosterzele";"2688"
"Bélgica";"Oostkamp";"2689"
"Bélgica";"Oostrozebeke";"2690"
"Bélgica";"Opglabbeek";"2691"
"Bélgica";"Opwijk";"2692"
"Bélgica";"Oreye";"2693"
"Bélgica";"Orp-Jauche";"2694"
"Bélgica";"Ostende";"944"
"Bélgica";"Ottignies-Louvain-La-Neuve";"2695"
"Bélgica";"Oud-Heverlee";"2696"
"Bélgica";"Oud-Turnhout";"2697"
"Bélgica";"Oudenaarde";"2698"
"Bélgica";"Oudenburg";"2699"
"Bélgica";"Auderghem";"2700"
"Bélgica";"Ouffet";"2701"
"Bélgica";"Oupeye";"2702"
"Bélgica";"Overijse";"2703"
"Bélgica";"Overpelt";"2704"
"Bélgica";"Paliseul";"2705"
"Bélgica";"Pecq";"2706"
"Bélgica";"Peer";"2707"
"Bélgica";"Pepingen";"2708"
"Bélgica";"Pepinster";"2709"
"Bélgica";"Péruwelz";"2710"
"Bélgica";"Perwez";"2711"
"Bélgica";"Philippeville";"2712"
"Bélgica";"Pittem";"2713"
"Bélgica";"Plombieres";"2714"
"Bélgica";"Pont-A-Celles";"2715"
"Bélgica";"Poperinge";"2716"
"Bélgica";"Profondeville";"2717"
"Bélgica";"Putte";"2718"
"Bélgica";"Puurs";"2719"
"Bélgica";"Quaregnon";"2720"
"Bélgica";"Quevy";"2721"
"Bélgica";"Quievrain";"2722"
"Bélgica";"Raeren";"2723"
"Bélgica";"Ramillies";"2724"
"Bélgica";"Ranst";"2725"
"Bélgica";"Ravels";"2726"
"Bélgica";"Rebecq";"2727"
"Bélgica";"Remicourt";"2728"
"Bélgica";"Rendeux";"2729"
"Bélgica";"Retie";"2730"
"Bélgica";"Riemst";"2731"
"Bélgica";"Rijkevorsel";"2732"
"Bélgica";"Rixensart";"2733"
"Bélgica";"Rochefort";"2734"
"Bélgica";"Roeselare";"2735"
"Bélgica";"Ronse";"2736"
"Bélgica";"Roosdaal";"2737"
"Bélgica";"Rotselaar";"2738"
"Bélgica";"Rouvroy";"2739"
"Bélgica";"Ruiselede";"2740"
"Bélgica";"Rumes";"2741"
"Bélgica";"Rumst";"2742"
"Bélgica";"Saint-Georges-Sur-Meuse";"2743"
"Bélgica";"Saint-Ghislain";"2744"
"Bélgica";"Saint-Josse-Ten-Noode";"2745"
"Bélgica";"Saint-Léger";"2746"
"Bélgica";"San Nicolás";"2747"
"Bélgica";"Sainte-Ode";"2748"
"Bélgica";"Sambreville";"2749"
"Bélgica";"Sankt-Vith";"2750"
"Bélgica";"Schaerbeek";"2751"
"Bélgica";"Schelle";"2752"
"Bélgica";"Scherpenheuvel-Zichem";"2753"
"Bélgica";"Schilde";"2754"
"Bélgica";"Schoten";"2755"
"Bélgica";"Seneffe";"2756"
"Bélgica";"Seraing";"2757"
"Bélgica";"Silly";"2758"
"Bélgica";"Berchem-Sainte-Agathe ";"2759"
"Bélgica";"Sint-Amands";"2760"
"Bélgica";"Sint-Genesius-Rode";"2761"
"Bélgica";"Saint-Gilles ";"2762"
"Bélgica";"Sint-Gillis-Waas";"2763"
"Bélgica";"Molenbeek-Saint-Jean";"2764"
"Bélgica";"Sint-Katelijne-Waver";"2765"
"Bélgica";"Woluwe-Saint-Lambert";"2766"
"Bélgica";"Sint-Laureins";"2767"
"Bélgica";"Sint-Lievens-Houtem";"2768"
"Bélgica";"Sint-Martens-Latem";"2769"
"Bélgica";"San Nicolás";"2770"
"Bélgica";"Sint-Pieters-Leeuw";"2771"
"Bélgica";"Woluwe-Saint-Pierre";"2772"
"Bélgica";"Sint-Truiden";"2773"
"Bélgica";"Sivry-Rance";"2774"
"Bélgica";"Soignies";"2775"
"Bélgica";"Sombreffe";"2776"
"Bélgica";"Somme-Leuze";"2777"
"Bélgica";"Soumagne";"2778"
"Bélgica";"Spa";"2779"
"Bélgica";"Spiere-Helkijn";"2780"
"Bélgica";"Sprimont";"2781"
"Bélgica";"St. Hubert";"946"
"Bélgica";"Stabroek";"2782"
"Bélgica";"Staden";"2783"
"Bélgica";"Stavelot";"2784"
"Bélgica";"Steenokkerzeel";"2785"
"Bélgica";"Stekene";"2786"
"Bélgica";"Stoumont";"2787"
"Bélgica";"Tellin";"2788"
"Bélgica";"Temse";"2789"
"Bélgica";"Tenneville";"2790"
"Bélgica";"Ternat";"2791"
"Bélgica";"Tervuren";"2792"
"Bélgica";"Tessenderlo";"2793"
"Bélgica";"Theux";"2794"
"Bélgica";"Thimister-Clermont";"2795"
"Bélgica";"Thuin";"2796"
"Bélgica";"Tielt";"2797"
"Bélgica";"Tielt-Winge";"2798"
"Bélgica";"Tienen";"2799"
"Bélgica";"Tinlot";"2800"
"Bélgica";"Tintigny";"2801"
"Bélgica";"Tongeren";"2802"
"Bélgica";"Torhout";"2803"
"Bélgica";"Tournai";"2804"
"Bélgica";"Tremelo";"2805"
"Bélgica";"Trois-Ponts";"2806"
"Bélgica";"Trooz";"2807"
"Bélgica";"Tubize";"2808"
"Bélgica";"Turnhout";"2809"
"Bélgica";"Uccle";"2810"
"Bélgica";"Vaux-Sur-Sure";"2811"
"Bélgica";"Verlaine";"2812"
"Bélgica";"Verviers";"2813"
"Bélgica";"Veurne";"2814"
"Bélgica";"Vielsalm";"2815"
"Bélgica";"Villers-La-Ville";"2816"
"Bélgica";"Villers-Le-Bouillet";"2817"
"Bélgica";"Vilvoorde";"2818"
"Bélgica";"Viroinval";"2819"
"Bélgica";"Virton";"947"
"Bélgica";"Visé";"2820"
"Bélgica";"Vleteren";"2821"
"Bélgica";"Voeren";"2822"
"Bélgica";"Vorselaar";"2823"
"Bélgica";"Vosselaar";"2824"
"Bélgica";"Vresse-Sur-Semois";"2825"
"Bélgica";"Waarschoot";"2826"
"Bélgica";"Waasmunster";"2827"
"Bélgica";"Wachtebeke";"2828"
"Bélgica";"Waimes";"2829"
"Bélgica";"Walcourt";"2830"
"Bélgica";"Walhain";"2831"
"Bélgica";"Wanze";"2832"
"Bélgica";"Waregem";"2833"
"Bélgica";"Waremme";"2834"
"Bélgica";"Wasseiges";"2835"
"Bélgica";"Waterloo";"2836"
"Bélgica";"Watermael-Boitsfort";"2837"
"Bélgica";"Wavre";"2838"
"Bélgica";"Welkenraedt";"2839"
"Bélgica";"Wellen";"2840"
"Bélgica";"Wellin";"2841"
"Bélgica";"Wemmel";"2842"
"Bélgica";"Wervik";"2843"
"Bélgica";"Westerlo";"2844"
"Bélgica";"Wetteren";"2845"
"Bélgica";"Wevelgem";"2846"
"Bélgica";"Wezembeek-Oppem";"2847"
"Bélgica";"Wichelen";"2848"
"Bélgica";"Wielsbeke";"2849"
"Bélgica";"Wijnegem";"2850"
"Bélgica";"Willebroek";"2851"
"Bélgica";"Wingene";"2852"
"Bélgica";"Wommelgem";"2853"
"Bélgica";"Wortegem-Petegem";"2854"
"Bélgica";"Wuustwezel";"2855"
"Bélgica";"Yvoir";"2856"
"Bélgica";"Zandhoven";"2857"
"Bélgica";"Zaventem";"2858"
"Bélgica";"Zedelgem";"2859"
"Bélgica";"Zele";"2860"
"Bélgica";"Zelzate";"2861"
"Bélgica";"Zemst";"2862"
"Bélgica";"Zingem";"2863"
"Bélgica";"Zoersel";"2864"
"Bélgica";"Zomergem";"2865"
"Bélgica";"Zonhoven";"2866"
"Bélgica";"Zonnebeke";"2867"
"Bélgica";"Zottegem";"2868"
"Bélgica";"Zoutleeuw";"2869"
"Bélgica";"Zuienkerke";"2870"
"Bélgica";"Zulte";"2871"
"Bélgica";"Zutendaal";"2872"
"Bélgica";"Zwalm";"2873"
"Bélgica";"Zwevegem";"2874"
"Bélgica";"Zwijndrecht";"2875"
"Belice";"Ciudad de Belice";"148"
"Belice";"Belmopan City";"1087"
"Benín";"Bohicon";"2209"
"Benín";"Cotonou";"259"
"Benín";"Kandi";"2210"
"Benín";"Kerou";"2211"
"Benín";"Natitingou";"2212"
"Benín";"Ouidah";"2213"
"Benín";"Parakou";"2214"
"Benín";"Porga";"2215"
"Benín";"Porto Novo";"2216"
"Benín";"Savé";"2217"
"Bután";"Bhur";"2954"
"Bután";"Bumthang";"1275"
"Bután";"Monger";"1276"
"Bután";"Paro";"1273"
"Bután";"Samtse";"2955"
"Bután";"Timbu";"2956"
"Bután";"Trashigang";"2957"
"Bután";"Wangdi Phodrang";"1274"
"Bosnia y Herzegovina";"Banja Luka";"16"
"Bosnia y Herzegovina";"Mostar";"14"
"Bosnia y Herzegovina";"Sarajevo";"13"
"Bosnia y Herzegovina";"Tuzla";"15"
"Botsuana";"Francistown";"1543"
"Botsuana";"Gaborone";"1542"
"Botsuana";"Ghanzi";"1546"
"Botsuana";"Kasane";"1545"
"Botsuana";"Maun";"1544"
"Botsuana";"Sir Seretse Khama Airport";"1547"
"Brasil";"Aracajú";"1060"
"Brasil";"Belem";"1061"
"Brasil";"Belo Horizonte";"1062"
"Brasil";"Boa Vista";"1063"
"Brasil";"Brasilia";"290"
"Brasil";"Campo Grande";"1064"
"Brasil";"Cuiaba";"1065"
"Brasil";"Curitiba";"1066"
"Brasil";"Florianopolis";"1067"
"Brasil";"Fortaleza";"1068"
"Brasil";"Goiania";"1069"
"Brasil";"Joao Pessoa";"1070"
"Brasil";"Macapa";"1071"
"Brasil";"Maceio";"1072"
"Brasil";"Manaus";"1073"
"Brasil";"Natal";"1074"
"Brasil";"Palmas";"1075"
"Brasil";"Porto Alegre";"1076"
"Brasil";"Porto Velho";"1077"
"Brasil";"Recife";"1078"
"Brasil";"Rio Branco";"1079"
"Brasil";"Rio de Janeiro";"1080"
"Brasil";"Salvador";"1081"
"Brasil";"Sao Luis";"1082"
"Brasil";"Sao Paulo";"1083"
"Brasil";"Teresina";"1084"
"Brasil";"Vitoria";"1085"
"Territorios Británicos del Caribe";"Islas Caimán";"96"
"Brunéi Darussalam";"Bandar Seri Begawan";"95"
"Bulgaria";"Plovdiv";"1422"
"Bulgaria";"Sofía";"303"
"Bulgaria";"Varna";"919"
"Burkina Faso";"Bobo Dioulasso";"1526"
"Burkina Faso";"Boromo";"1527"
"Burkina Faso";"Dedougou";"1528"
"Burkina Faso";"Dori";"1529"
"Burkina Faso";"Fada Ngourma";"1530"
"Burkina Faso";"Gaoua";"1531"
"Burkina Faso";"Uagadugú";"1532"
"Burkina Faso";"Ouahigouya";"1533"
"Burkina Faso";"Po";"1534"
"Burundi";"Bujumbura";"1519"
"Burundi";"Gitega";"1521"
"Burundi";"Musasa";"1523"
"Burundi";"Muyinga";"1522"
"Burundi";"Ngozi";"1520"
"Burundi";"Nyanza Lac";"1524"
"Burundi";"Rwegura";"1525"
"Cabo Verde";"Sal";"196"
"Camboya";"Phnom Penh - Pochentong";"348"
"Camboya";"Siem Reap";"347"
"Camerún";"Bafoussam";"3015"
"Camerún";"Bamenda";"1516"
"Camerún";"Bertoua";"1518"
"Camerún";"Buea";"3016"
"Camerún";"Douala";"1513"
"Camerún";"Ebolowa";"3017"
"Camerún";"Garoua";"1515"
"Camerún";"Kribi";"1517"
"Camerún";"Limbe";"3522"
"Camerún";"Maroua";"3018"
"Camerún";"Ngaoundere";"1514"
"Camerún";"Yaundé";"257"
"Canadá";"Banff, Alberta";"623"
"Canadá";"Calgary, Alberta";"622"
"Canadá";"Charlottetown, Isla Príncipe Eduardo";"639"
"Canadá";"Cranbrook, Columbia Británica";"618"
"Canadá";"Edmonton, Alberta";"621"
"Canadá";"Fredericton, New Brunswick";"636"
"Canadá";"Goose Bay, Newfoundland";"640"
"Canadá";"Grande Prairie, Alberta";"625"
"Canadá";"Halifax, Nueva Escocia";"637"
"Canadá";"Inuvik, Territorios del Noroeste";"643"
"Canadá";"Iqaluit, Nunavut";"613"
"Canadá";"Kamloops, Columbia Británica";"617"
"Canadá";"Lethbridge, Alberta";"627"
"Canadá";"Medicine Hat, Alberta";"626"
"Canadá";"Montreal, Quebec";"634"
"Canadá";"Ottawa, Ontario";"265"
"Canadá";"Prince George, Columbia Británica";"619"
"Canadá";"Prince Rupert, Columbia Británica";"616"
"Canadá";"Quebec, Quebec";"635"
"Canadá";"Red Deer, Alberta";"624"
"Canadá";"Regina, Saskatchewan";"629"
"Canadá";"Saint John NB, New Brunswick";"641"
"Canadá";"Saskatoon, Saskatchewan";"628"
"Canadá";"St Johns, Newfoundland";"642"
"Canadá";"Sudbury, Ontario";"632"
"Canadá";"Sydney, Nueva Escocia";"638"
"Canadá";"Thunder Bay, Ontario";"631"
"Canadá";"Toronto, Ontario";"264"
"Canadá";"Vancúver, Columbia Británica";"266"
"Canadá";"Victoria, Columbia Británica";"620"
"Canadá";"Whitehorse, Yukón";"614"
"Canadá";"Windsor, Ontario";"633"
"Canadá";"Winnipeg, Manitoba";"630"
"Canadá";"Yellowknife, Territorios del Noroeste";"615"
"Chad";"Abeche";"1169"
"Chad";"Bol";"1170"
"Chad";"Faya-Largeau";"1173"
"Chad";"Mongo";"1174"
"Chad";"Moundou";"1171"
"Chad";"Ndjamena";"256"
"Chad";"Sarh";"1172"
"Chile";"Concepción";"2202"
"Chile";"Coyhaique";"2201"
"Chile";"Iquique";"102"
"Chile";"La Serena";"2203"
"Chile";"Puerto Montt";"104"
"Chile";"Punta Arenas";"105"
"Chile";"Santiago";"103"
"Chile";"Valparaíso";"2204"
"China";"Anshan";"1831"
"China";"Baoji";"1832"
"China";"Baotou";"1833"
"China";"Pekín";"237"
"China";"Changchun";"541"
"China";"Changsha";"554"
"China";"Chengdu";"547"
"China";"Chongqing";"349"
"China";"Dali";"1834"
"China";"Dalian";"560"
"China";"Daqing";"1835"
"China";"Datong";"1836"
"China";"Fushun";"1837"
"China";"Fuzhou";"557"
"China";"Gaoxiong";"1838"
"China";"Golmud";"1839"
"China";"Guangzhou";"241"
"China";"Guilin";"561"
"China";"Guiyang";"548"
"China";"Haikou";"559"
"China";"Hangzhou";"556"
"China";"Harbin";"540"
"China";"Hefei";"553"
"China";"Hengyang";"1876"
"China";"Hohhot";"562"
"China";"Huaibei";"1840"
"China";"Huainan";"1841"
"China";"Jilin";"1842"
"China";"Jinan";"551"
"China";"Jingzhou";"1877"
"China";"Jiujiang";"1843"
"China";"Kunming";"238"
"China";"Lanzhou";"546"
"China";"Lhasa";"236"
"China";"Liuzhou";"1844"
"China";"Luoyang";"1845"
"China";"Nanchang";"555"
"China";"Nanjing";"350"
"China";"Nanning";"558"
"China";"Naqu";"1846"
"China";"Ningbo";"564"
"China";"Panzhihua";"1878"
"China";"Pingxiang";"1847"
"China";"Qingdao";"542"
"China";"Qiqihaer";"1848"
"China";"Quanzhou";"1849"
"China";"Sanya";"1850"
"China";"Shangai";"240"
"China";"Shangqiu";"1851"
"China";"Shantou";"1852"
"China";"Shaoguan";"1853"
"China";"Shenyang";"352"
"China";"Shenzhen";"1854"
"China";"Shihezi";"1855"
"China";"Shijiazhuang";"550"
"China";"Siping";"1856"
"China";"Suzhou";"1857"
"China";"Taibei";"354"
"China";"Taiyuan";"549"
"China";"Taizhong";"1858"
"China";"Tangshan";"1859"
"China";"Tianjin";"353"
"China";"Tianshui";"1860"
"China";"Urumqi";"543"
"China";"Wenzhou";"1861"
"China";"Wuhan";"351"
"China";"Wuxi";"1862"
"China";"Xian";"239"
"China";"Xiamen";"563"
"China";"Xiangfan";"1879"
"China";"Xianyang";"1863"
"China";"Xining";"545"
"China";"Xuzhou";"1864"
"China";"Yangquan";"1865"
"China";"Yantai";"1866"
"China";"Yichang";"1867"
"China";"Yinchuan";"544"
"China";"Yushu";"1868"
"China";"Zhangjiajie";"1880"
"China";"Zhangjiakou";"1869"
"China";"Zhanjiang";"1870"
"China";"Zhengzhou";"552"
"China";"Zhuzhou";"1871"
"China";"Zibo";"1872"
"China";"Zigong";"1873"
"China";"Zunyi";"1874"
"Colombia";"Apartado";"866"
"Colombia";"Arauca";"867"
"Colombia";"Armenia";"868"
"Colombia";"Barrancabermeja";"869"
"Colombia";"Barranquilla";"160"
"Colombia";"Bogotá";"157"
"Colombia";"Bucaramanga";"870"
"Colombia";"Buenaventura";"1642"
"Colombia";"Cali";"158"
"Colombia";"Cartagena";"161"
"Colombia";"Cucuta";"871"
"Colombia";"Florencia";"872"
"Colombia";"Gaviotas";"1643"
"Colombia";"Ibague";"873"
"Colombia";"Ipiales";"1644"
"Colombia";"Lebrija";"1645"
"Colombia";"Leticia";"874"
"Colombia";"Manizales";"875"
"Colombia";"Medellín";"159"
"Colombia";"Mitu";"1325"
"Colombia";"Mocoa";"1327"
"Colombia";"Monteria";"876"
"Colombia";"Neiva";"877"
"Colombia";"Palmira";"1646"
"Colombia";"Pasto";"878"
"Colombia";"Pereira";"879"
"Colombia";"Popayan";"880"
"Colombia";"Providencia";"881"
"Colombia";"Puerto Carreno";"882"
"Colombia";"Puerto Inirida";"1326"
"Colombia";"Quibdó";"883"
"Colombia";"Riohacha";"884"
"Colombia";"Rionegro";"1647"
"Colombia";"San Andres, Island";"885"
"Colombia";"San José Del Guaviare";"1648"
"Colombia";"Santa Marta";"886"
"Colombia";"Sincelejo";"1324"
"Colombia";"Tumaco";"888"
"Colombia";"Tunja";"887"
"Colombia";"Valledupar";"889"
"Colombia";"Villavicencio";"890"
"Colombia";"Yopal";"1323"
"Las Comoras";"Moroni";"311"
"Costa Rica";"Alajuela";"285"
"Costa Rica";"Canas";"1126"
"Costa Rica";"Cartago";"1115"
"Costa Rica";"Filadelfia";"1125"
"Costa Rica";"Guapiles";"1120"
"Costa Rica";"Heredia";"1114"
"Costa Rica";"Liberia";"1124"
"Costa Rica";"Limón";"1119"
"Costa Rica";"Los Chiles";"1121"
"Costa Rica";"Nicoya";"1127"
"Costa Rica";"Puntarenas";"1128"
"Costa Rica";"Quepos";"1129"
"Costa Rica";"San Isidro";"1130"
"Costa Rica";"San Jose";"1113"
"Costa Rica";"Sixaola";"1117"
"Costa Rica";"Turrialba";"1116"
"Costa Rica";"Upala";"1122"
"Costa de Marfil";"Abiyán";"2876"
"Costa de Marfil";"Adiaké";"2877"
"Costa de Marfil";"Bondoukou";"2878"
"Costa de Marfil";"Bouaké";"2879"
"Costa de Marfil";"Daloa";"2880"
"Costa de Marfil";"Odienné";"2881"
"Croacia";"Dubrovnik";"74"
"Croacia";"Osijek";"71"
"Croacia";"Rijeka";"72"
"Croacia";"Split";"73"
"Croacia";"Zagreb";"70"
"Cuba";"Camagüey";"708"
"Cuba";"Cayo Coco";"707"
"Cuba";"Cienfuegos";"706"
"Cuba";"La Habana";"280"
"Cuba";"Holguin";"709"
"Cuba";"Pinar del Rio";"704"
"Cuba";"Santiago de Cuba";"710"
"Cuba";"Varadero";"705"
"Curazao y San Martín";"Curacao";"286"
"Curazao y San Martín";"Oranjestad";"1829"
"Chipre";"Larnaca";"202"
"Chipre";"Nicosia";"1441"
"Chipre";"Pafos";"1442"
"Chipre";"Paralimni";"1884"
"Chipre";"Polis Chrysohous";"1885"
"Chipre";"Prodromos";"1886"
"Chequia";"Brno";"693"
"Chequia";"Liberec";"2162"
"Chequia";"Ostrava";"920"
"Chequia";"Pilsen";"2161"
"Chequia";"Praga";"197"
"Dinamarca";"Copenhage";"190"
"Dinamarca";"Nuuk";"583"
"Dinamarca";"Torshavn";"582"
"Yibuti";"Yibuti";"250"
"Dominica";"Melville Hall Airport";"287"
"República Dominicana";"Barahona";"592"
"República Dominicana";"La Romana";"593"
"República Dominicana";"Montecristi";"594"
"República Dominicana";"Puerto Plata";"595"
"República Dominicana";"Punta Cana";"596"
"República Dominicana";"San Juan";"597"
"República Dominicana";"Santiago";"598"
"República Dominicana";"Santo Domingo";"281"
"República Democrática Popular de Corea";"Pyongyang";"230"
"Ecuador";"Cuenca";"2047"
"Ecuador";"Guayaquil";"2048"
"Ecuador";"Quito";"291"
"Ecuador";"San Cristóbal-Galápagos";"2049"
"Egipto";"Alejandría";"1268"
"Egipto";"Asuán";"1272"
"Egipto";"El Cairo";"248"
"Egipto";"Hurghada";"1270"
"Egipto";"Luxor";"1271"
"Egipto";"Sharm El-Sheikh";"1269"
"El Salvador";"Acajutla";"1187"
"El Salvador";"Nueva Concepción";"1189"
"El Salvador";"San Miguel";"1188"
"El Salvador";"San Salvador";"282"
"El Salvador";"Santa Ana";"1186"
"Eritrea";"Asmara";"155"
"Eritrea";"Assab";"154"
"Estonia";"Parnu";"1928"
"Estonia";"Tallin";"149"
"Estonia";"Tartu";"1927"
"Esuatini";"Manzini";"913"
"Esuatini";"Mbabane";"912"
"Etiopía";"Adís Abeba";"162"
"Etiopía";"Asosa";"1918"
"Etiopía";"Awassa";"163"
"Etiopía";"Bahir Dar";"164"
"Etiopía";"Bale, Robe";"1919"
"Etiopía";"Dire Dawa";"165"
"Etiopía";"Gode";"1920"
"Etiopía";"Gondar";"1921"
"Etiopía";"Jimma";"166"
"Etiopía";"Lalibela";"1922"
"Etiopía";"Mekele";"167"
"Fiji";"Nadi";"94"
"Fiji";"Suva";"93"
"Finlandia";"Helsinki-Vantaa";"168"
"Finlandia";"Kuopio";"171"
"Finlandia";"Rovaniemi";"172"
"Finlandia";"Tampere";"170"
"Finlandia";"Turku";"169"
"Francia";"Ajaccio";"1753"
"Francia";"Burdeos";"1050"
"Francia";"Brest";"1051"
"Francia";"Clermont Ferrand";"1052"
"Francia";"Le Lamentin";"307"
"Francia";"Le Raizet, Guadeloupe";"306"
"Francia";"Lille";"1053"
"Francia";"Lyon";"1054"
"Francia";"Marsella";"1055"
"Francia";"Nantes";"1056"
"Francia";"Niza";"902"
"Francia";"París";"194"
"Francia";"Rochambeau";"305"
"Francia";"Estrasburgo";"1057"
"Francia";"Toulouse";"1058"
"Polinesia Francesa";"Tahití";"297"
"Gabón";"Libreville";"255"
"Gambia (República de)";"Banjul";"140"
"Gambia (República de)";"Basse";"3526"
"Gambia (República de)";"Janjanbureh";"3527"
"Gambia (República de)";"Jenoi";"3525"
"Gambia (República de)";"Kaur";"3528"
"Gambia (República de)";"Kerewan";"3524"
"Gambia (República de)";"Aeropuerto de Yundum";"3523"
"Georgia";"Tbilisi";"209"
"Alemania";"Berlín";"59"
"Alemania";"Bremen";"1342"
"Alemania";"Dresde";"1343"
"Alemania";"Erfurt";"1344"
"Alemania";"Essen";"1345"
"Alemania";"Frankfurt";"57"
"Alemania";"Friburgo";"1346"
"Alemania";"Hamburgo";"55"
"Alemania";"Hannover";"1347"
"Alemania";"Kassel";"1348"
"Alemania";"Kiel";"1349"
"Alemania";"Colonia";"56"
"Alemania";"Leipzig";"1350"
"Alemania";"Magdeburgo";"1351"
"Alemania";"Múnich";"58"
"Alemania";"Núremberg";"1352"
"Alemania";"Oberstdorf";"1353"
"Alemania";"Regensburg";"1354"
"Alemania";"Rostock";"1355"
"Alemania";"Saarbruecken";"1356"
"Alemania";"Stuttgart";"1357"
"Alemania";"Trier";"1358"
"Ghana";"Accra";"921"
"Ghana";"Aflao";"2966"
"Ghana";"Akim Oda";"2967"
"Ghana";"Axim";"2968"
"Ghana";"Bole";"2969"
"Ghana";"Bolgatanga";"2970"
"Ghana";"Cape Coast";"1380"
"Ghana";"Damongo";"2971"
"Ghana";"Goaso";"2972"
"Ghana";"Ho";"1381"
"Ghana";"Kasoa";"2973"
"Ghana";"Kete-Krachi";"1383"
"Ghana";"Kintampo";"2974"
"Ghana";"Koforidua";"2975"
"Ghana";"Kumasi";"922"
"Ghana";"Nalerigu";"2976"
"Ghana";"Navrongo";"1386"
"Ghana";"Obuasi";"2977"
"Ghana";"Sefwi Bekwai";"2978"
"Ghana";"Sunyani";"1382"
"Ghana";"Takoradi";"1379"
"Ghana";"Tamale";"1384"
"Ghana";"Tarkwa";"2979"
"Ghana";"Techiman";"2980"
"Ghana";"Wa";"1387"
"Ghana";"Yendi";"1385"
"Grecia";"Aktion (Preveza)";"2273"
"Grecia";"Alejandrópolis";"2274"
"Grecia";"Anchialos (Volos)";"2275"
"Grecia";"Atenas";"177"
"Grecia";"Atenas Ellinikon (Sur de Ática)";"2276"
"Grecia";"Quíos";"2277"
"Grecia";"Heraclión";"2278"
"Grecia";"Ioánina";"2279"
"Grecia";"Kalamata";"2280"
"Grecia";"Kastoriá";"2281"
"Grecia";"Cefalonia";"2282"
"Grecia";"Corfú";"2283"
"Grecia";"Larisa";"2284"
"Grecia";"Mitilene";"2285"
"Grecia";"Rodas";"2286"
"Grecia";"Samos";"2287"
"Grecia";"Suda (Chania)";"2288"
"Grecia";"Tatoi (Norte de Ática)";"2289"
"Grecia";"Tesalónica";"178"
"Grecia";"Trípoli";"2290"
"Guatemala";"Guatemala";"906"
"Guinea";"Boke";"925"
"Guinea";"Conakry";"245"
"Guinea";"Faranah";"930"
"Guinea";"Kankan";"929"
"Guinea";"Kindia";"924"
"Guinea";"Kissidougou";"932"
"Guinea";"Koundara";"928"
"Guinea";"Labé";"927"
"Guinea";"Macenta";"933"
"Guinea";"Mamou";"926"
"Guinea";"NZerekore";"934"
"Guinea";"Siguiri";"931"
"Guinea-Bissau";"Bissau";"346"
"Guyana";"Anna Regina";"1489"
"Guyana";"Bartica";"1490"
"Guyana";"Ebini";"1491"
"Guyana";"Georgetown";"289"
"Guyana";"Kamarang";"1492"
"Guyana";"Lethem";"1493"
"Guyana";"Linden";"1494"
"Guyana";"Mabaruma";"1495"
"Guyana";"Nueva Ámsterdam";"1496"
"Guyana";"Timehri";"1497"
"Haití";"Puerto Príncipe";"1500"
"Honduras";"Tegucigalpa";"283"
"Hong Kong, China";"Hong Kong";"1"
"Hungría";"Békéscsaba";"3010"
"Hungría";"Budapest";"60"
"Hungría";"Debrecen";"63"
"Hungría";"Gyor";"61"
"Hungría";"Kecskemét";"3011"
"Hungría";"Miskolc";"62"
"Hungría";"Nagykanizsa";"3012"
"Hungría";"Nyíregyháza ";"3013"
"Hungría";"Pecs";"64"
"Hungría";"Szeged";"65"
"Hungría";"Szombathely";"3014"
"Islandia";"Reikiavik";"189"
"India";"Agartala";"1560"
"India";"Agra";"1561"
"India";"Ahmedabad";"522"
"India";"Aizwal";"1562"
"India";"Ajmer";"1563"
"India";"Akola";"1564"
"India";"Allahabad";"1565"
"India";"Ambala";"1638"
"India";"Ambikapur";"1566"
"India";"Amritsar";"1567"
"India";"Aurangabad";"1568"
"India";"Balasore";"1569"
"India";"Bangalore";"523"
"India";"Bareilly";"1570"
"India";"Baroda";"1571"
"India";"Bhagalpur";"1573"
"India";"Bhopal";"524"
"India";"Bhubaneshwar";"525"
"India";"Bhuj";"1574"
"India";"Bikaner";"1575"
"India";"Chandigarh";"526"
"India";"Chennai";"527"
"India";"Coimbatore";"1576"
"India";"Cooch Behar";"1577"
"India";"Dehradun";"1578"
"India";"Dharamsala";"1579"
"India";"Dibrugarh";"1580"
"India";"Gadag";"1581"
"India";"Gangtok";"1582"
"India";"Gaya";"1583"
"India";"Goa";"528"
"India";"Gopalpur";"1584"
"India";"Gorakhpur";"1585"
"India";"Gulbarga";"1586"
"India";"Guwahati";"529"
"India";"Gwalior";"1587"
"India";"Hissar";"1588"
"India";"Hyderabad";"530"
"India";"Imphal";"1589"
"India";"Indore";"1590"
"India";"Jabalpur";"1591"
